  Elapsed time	Data
   (hr)	(psia)
  914.7479597 5391.78
  914.7521263999998 5375.259999999999
  914.7812931 5377.7
  914.7937930999999 5378.060000000001
  914.7979597 5371.13
  914.8021263999999 5364.800000000001
  914.8187931 5361.05
  914.8271264 5360.98
  914.8312930999999 5356.8
  914.8354597 5352.72
  914.8437930999999 5352.669999999999
  914.8479596999999 5349.909999999999
  914.8521263999999 5347.2
  914.8687931 5344.86
  914.8771264 5344.79
  914.8812930999999 5341.13
  914.8854597 5337.54
  914.8937931 5337.54
  914.8979596999999 5333.71
  914.9021264 5329.72
  914.9104597000001 5329.68
  914.9146263999999 5327.489999999999
  914.9187931 5325.34
  914.9271264 5325.26
  914.9312930999998 5321.169999999999
  914.9354597 5317.16
  914.9521264 5313.87
  914.9604597 5313.8
  914.9646264 5310.3
  914.9687931 5306.87
  914.9771264 5306.8
  914.9812930999999 5302.67
  914.9854597 5298.620000000001
  914.9937931 5298.620000000001
  914.9979596999999 5296.59
  915.0021264 5294.55
  915.0104597 5294.43
  915.0146264 5292.4
  915.0187930999999 5290.37
  915.0354596999999 5287.05
  915.0521263999999 5284.33
  915.0687930999999 5281.88
  915.0854596999999 5279.49
  915.1021263999999 5277.02
  915.1104596999999 5276.92
  915.1146264 5272.05
  915.1187930999998 5267.27
  915.1271263999998 5267.27
  915.1312931 5260.03
  915.1354596999998 5252.62
  915.1521264 5249.58
  915.1646264 5247.56
  915.1812931 5243.83
  915.1979597 5240.52
  915.2146263999999 5237.37
  915.2312930999999 5234.27
  915.2479596999999 5231.3
  915.2646263999999 5228.46
  915.2812930999999 5225.67
  915.2979596999999 5222.92
  915.3146263999998 5220.28
  915.3312931 5217.8
  915.3479597000001 5215.34
  915.3646263999999 5212.860000000001
  915.3812931 5210.439999999999
  915.3979597 5208
  915.4146263999999 5205.59
  915.4312931 5203.3
  915.4479597 5201.01
  915.4646264 5198.66
  915.4812931 5196.39
  915.4979597 5194.31
  915.5146264 5192.2
  915.5312931 5190.04
  915.5479597 5187.98
  915.5646264 5185.85
  915.5812930999999 5183.75
  915.5979596999999 5181.69
  915.6146263999999 5179.63
  915.6312930999999 5177.58
  915.6479596999999 5175.54
  915.6687931 5172.8
  915.6979596999998 5169.87
  915.7187931 5167.02
  915.7479596999999 5164.18
  915.7687930999999 5161.34
  915.7979596999999 5158.63
  915.8187930999999 5155.83
  915.8479597000001 5153.19
  915.8687930999998 5150.63
  915.8979597 5147.96
  915.9187930999999 5145.39
  915.9479597 5142.77
  915.9687930999999 5140.31
  915.9979596999999 5137.689999999999
  916.0187931 5135.37
  916.0479596999999 5132.88
  916.0687931 5130.5
  916.0979597000001 5128.01
  916.1187931 5125.58
  916.1354597 5123.29
  916.1646263999999 5120.85
  916.1854596999999 5118.63
  916.2146264 5116.26
  916.2354596999999 5113.97
  916.2646264 5111.66
  916.2854597000001 5109.43
  916.3146264 5107.149999999999
  916.3354597 5104.98
  916.3812930999999 5102.8
  916.4021264 5100.69
  916.4312930999998 5098.54
  916.4521264 5096.29
  916.4812930999999 5094.17
  916.5021264 5092.05
  916.5312930999999 5089.94
  916.5521263999999 5087.87
  916.5812931 5085.84
  916.6146264 5083.16
  916.6354596999998 5081.09
  916.6646264 5079.07
  916.6854596999999 5077.05
  916.7146263999999 5075.03
  916.7479596999999 5072.44
  916.7812930999999 5069.870000000001
  916.8146263999998 5067.26
  916.8354597 5065.26
  916.8687931 5062.62
  916.9021263999999 5060.209999999999
  916.9354596999999 5057.740000000001
  916.9687930999999 5055.18
  917.0021263999998 5052.719999999999
  917.0354597000001 5050.169999999999
  917.0687931 5047.78
  917.1021263999999 5045.319999999999
  917.1354597 5042.88
  917.1687931 5040.57
  917.2021264 5038.1
  917.2354597 5035.73
  917.2687930999999 5033.390000000001
  917.3021263999999 5031.14
  917.3354596999999 5028.85
  917.3687930999998 5026.53
  917.4021264 5024.25
  917.4354596999999 5021.92
  917.4687930999999 5019.66
  917.5021264 5017.49
  917.5354597000001 5015.27
  917.5687931 5013.05
  917.6021264 5010.89
  917.6354597 5008.669999999999
  917.6687930999999 5006.42
  917.6979597 5004.320000000001
  917.7312931 5002.189999999999
  917.7646264 5000.07
  917.7979597 4997.98
  917.8312930999999 4995.9
  917.8646263999999 4993.77
  917.8979596999999 4991.729999999999
  917.9312930999998 4989.64
  917.9646264 4987.63
  917.9979596999999 4985.59
  918.0312930999999 4983.52
  918.0687930999999 4981.01
  918.1021263999999 4978.97
  918.1479597 4976.49
  918.1812931 4974.47
  918.2187930999999 4972.1
  918.2646263999999 4969.679999999999
  918.2979596999999 4967.68
  918.3354597 4965.3
  918.3812931 4962.92
  918.4187930999999 4960.49
  918.4646264 4958.12
  918.5021263999998 4955.82
  918.5479597 4953.409999999999
  918.5854597 4951.14
  918.6312930999999 4948.78
  918.6687931 4946.420000000001
  918.7146264 4944.22
  918.7521264 4941.97
  918.7979596999999 4939.680000000001
  918.8354596999999 4937.4
  918.8812931 4935.18
  918.9187930999999 4933.04
  918.9646263999999 4930.78
  919.0021264 4928.51
  919.0479596999999 4926.31
  919.0854597 4924.17
  919.1187931 4922.05
  919.1646263999999 4919.900000000001
  919.2021263999999 4917.79
  919.2646264 4915.68
  919.3021263999999 4913.539999999999
  919.3479596999999 4911.449999999999
  919.3854597 4909.37
  919.4312930999998 4907.33
  919.4687931 4905.31
  919.5146264 4903.249999999999
  919.5521263999999 4901.11
  919.5979597000001 4899.09
  919.6479597 4896.720000000001
  919.6854596999999 4894.71
  919.7312930999999 4892.68
  919.7812930999999 4890.36
  919.8312931 4887.890000000001
  919.8812931 4885.62
  919.9312931 4883.250000000001
  919.9812931 4880.909999999999
  920.0312931 4878.62
  920.0812930999999 4876.31
  920.1312930999999 4874.02
  920.1812930999998 4871.789999999999
  920.2312930999999 4869.5
  920.2812930999999 4867.230000000001
  920.3312931 4864.96
  920.3812931 4862.78
  920.4312931 4860.54
  920.4687930999999 4858.4
  920.5187931 4856.24
  920.5687931 4854.05
  920.6187931 4851.89
  920.6687930999999 4849.74
  920.7187930999999 4847.68
  920.7687931 4845.51
  920.8187931 4843.38
  920.8771264 4841.35
  920.9187931 4839.22
  920.9687931 4837.15
  921.0187930999999 4835.05
  921.0812931 4832.69
  921.1312931 4830.59
  921.1812931 4828.58
  921.2354596999999 4826.28
  921.2854597000001 4824.14
  921.3479597000001 4821.83
  921.4021263999999 4819.54
  921.4646264 4817.22
  921.5187931 4814.92
  921.5812930999999 4812.67
  921.6354597 4810.4
  921.6979596999998 4808.12
  921.7521264 4805.94
  921.8146264 4803.66
  921.8687930999998 4801.43
  921.9187930999999 4799.27
  921.9812930999999 4797.12
  922.0354597000001 4794.92
  922.0979597000001 4792.73
  922.1687930999999 4790.58
  922.2312931 4788.45
  922.2854597000001 4786.29
  922.3479596999999 4784.23
  922.4021264 4782.18
  922.4646264 4779.96
  922.5187930999999 4777.92
  922.5812931 4775.83
  922.6354596999998 4773.78
  922.7021264 4771.5
  922.7646263999999 4769.44
  922.8312931 4767.2
  922.8979597 4764.95
  922.9646264 4762.71
  923.0187931 4760.68
  923.0854597 4758.45
  923.1521264 4756.2
  923.2187931 4753.98
  923.2854596999999 4751.75
  923.3479597000001 4749.63
  923.4021264 4747.61
  923.4687930999999 4745.42
  923.5354597000001 4743.31
  923.6021264 4741.15
  923.6687930999999 4739
  923.7354596999999 4736.9
  923.8021263999999 4734.78
  923.8687931 4732.62
  923.9354597 4730.52
  924.0021264 4728.45
  924.0687930999999 4726.4
  924.1354596999998 4724.29
  924.2021264 4722.22
  924.2687931 4720
  924.3479597000001 4717.89
  924.4146263999999 4715.86
  924.4812931 4713.85
  924.5479597 4711.83
  924.6187931 4709.61
  924.6854597 4707.6
  924.7521264 4705.38
  924.8312931 4703.19
  924.9021264 4701
  924.9812930999999 4698.83
  925.0687931 4696.66
  925.1479597 4694.46
  925.2187930999999 4692.32
  925.2979597 4690.18
  925.3687931 4688.07
  925.4479596999998 4685.93
  925.5187930999999 4683.87
  925.5979597000001 4681.74
  925.6687930999999 4679.64
  925.7479596999999 4677.6
  925.8187931 4675.53
  925.8979597 4673.52
  925.9687930999999 4671.46
  926.0479597 4669.43
  926.1187931 4667.38
  926.1979596999998 4665.18
  926.2812930999999 4662.97
  926.3646264 4660.78
  926.4479597 4658.58
  926.5312930999999 4656.39
  926.6146263999999 4654.22
  926.6979597 4652.04
  926.7812931 4649.93
  926.8646263999999 4647.76
  926.9479596999998 4645.65
  927.0312930999999 4643.51
  927.1146264 4641.41
  927.1979597 4639.31
  927.2812930999999 4637.24
  927.3646263999999 4635.18
  927.4479597 4633.11
  927.5312931 4631.06
  927.6021263999999 4629
  927.6854597 4627
  927.7687930999999 4624.95
  927.8646264 4622.75
  927.9812930999999 4620.72
  928.0646263999998 4618.69
  928.1479597 4616.64
  928.2354596999999 4614.54
  928.3312930999999 4612.37
  928.4187931 4610.29
  928.5146264 4608.19
  928.5854596999999 4605.48
  928.7021264 4603.42
  928.7979596999999 4601.34
  928.8854597 4599.24
  928.9812931 4597.22
  929.0646264 4595.16
  929.1521264 4593.16
  929.2479596999999 4591.09
  929.3354596999999 4589.07
  929.4312931 4587.05
  929.5271264 4585.04
  929.6146263999999 4583.02
  929.7146264 4580.88
  929.8146264 4578.75
  929.9146263999999 4576.57
  930.0146264 4574.45
  930.1146264 4572.28
  930.2146263999999 4570.16
  930.3146263999998 4568.06
  930.4146263999999 4565.96
  930.5146264 4563.9
  930.6146263999999 4561.73
  930.7146264 4559.59
  930.8312931 4557.51
  930.9312931 4555.49
  931.0312930999999 4553.44
  931.1312931 4551.43
  931.2312931 4549.42
  931.3312930999999 4547.4
  931.4354597 4545.26
  931.5437930999999 4543.26
  931.6479597 4541.14
  931.7521264 4538.98
  931.8646263999999 4536.81
  931.9646264 4534.81
  932.0687931 4532.7
  932.1812930999998 4530.63
  932.2854596999999 4528.53
  932.3979597 4526.48
  932.5021264 4524.44
  932.6146263999999 4522.4
  932.7271263999999 4520.39
  932.8312930999999 4518.38
  932.9354597 4516.37
  933.0479596999999 4514.36
  933.1646264 4512.21
  933.2812930999999 4510.1
  933.3979597 4507.98
  933.5021263999998 4505.87
  933.6187931 4503.77
  933.7521264 4501.7
  933.8687930999998 4499.65
  933.9854596999999 4497.59
  934.1021264 4495.55
  934.2187930999999 4493.49
  934.3354597 4491.48
  934.4521264 4489.48
  934.5687930999999 4487.46
  934.6979597 4485.33
  934.8187931 4483.23
  934.9312931 4481.23
  935.0521263999999 4479.15
  935.1812930999998 4477.06
  935.3021263999999 4474.98
  935.4312931 4472.91
  935.5521264 4470.84
  935.6812931 4468.82
  935.8021263999999 4466.78
  935.9312930999998 4464.76
  936.0646264 4462.63
  936.1854596999999 4460.62
  936.3146263999998 4458.54
  936.4354596999999 4456.53
  936.5854597 4454.44
  936.7187931 4452.36
  936.8521263999999 4450.28
  936.9854596999999 4448.21
  937.1187931 4446.18
  937.2521263999998 4444.14
  937.3854597 4442.11
  937.5187930999999 4440.09
  937.6521264 4438.09
  937.7812930999999 4436.08
  937.9187930999999 4433.98
  938.0646264 4431.88
  938.2021264 4429.81
  938.3479597000001 4427.7
  938.4854596999999 4425.63
  938.6312931 4423.58
  938.7687931 4421.55
  938.9146263999999 4419.52
  939.0521263999999 4417.48
  939.1979597 4415.41
  939.3354597 4413.36
  939.5021263999998 4411.27
  939.6521264 4409.17
  939.8021263999999 4407.08
  939.9521264 4404.99
  940.1021264 4402.92
  940.2521263999998 4400.87
  940.4021264 4398.8
  940.5521263999999 4396.77
  940.6979597 4394.75
  940.8479597000001 4392.73
  941.0021263999998 4390.65
  941.1604597000001 4388.65
  941.3146264 4386.56
  941.4687930999999 4384.5
  941.6312931 4382.43
  941.7854597000001 4380.36
  941.9479596999998 4378.3
  942.0979597000001 4376.25
  942.2521264 4374.2
  942.4354596999999 4372.1
  942.5979596999999 4370.09
  942.7521264 4368.09
  942.9187930999999 4366
  943.0854597 4363.93
  943.2521263999998 4361.86
  943.4187931 4359.8
  943.5812931 4357.76
  943.7479596999999 4355.72
  943.9146263999999 4353.69
  944.0854597 4351.59
  944.2521264 4349.58
  944.4312931 4347.49
  944.5979597000001 4345.49
  944.7687931 4343.43
  944.9479596999998 4341.32
  945.1146264 4339.31
  945.3021264 4337.28
  945.4812931 4335.24
  945.6521264 4333.23
  945.8312931 4331.2
  946.0146263999999 4329.14
  946.1979597 4327.06
  946.3812930999999 4324.99
  946.5521263999999 4322.95
  946.7354596999999 4320.9
  946.9187930999999 4318.88
  947.1146263999999 4316.79
  947.2979596999999 4314.77
  947.4812930999999 4312.76
  947.6646263999999 4310.76
  947.8479596999999 4308.71
  948.0354596999999 4306.63
  948.2479596999999 4304.55
  948.4354596999999 4302.52
  948.6312930999999 4300.51
  948.8271263999999 4298.5
  949.0187931 4296.45
  949.2187930999999 4294.4
  949.4146263999999 4292.37
  949.6146264 4290.31
  949.8146263999998 4288.29
  950.0146264 4286.26
  950.2187931 4284.2
  950.4187930999999 4282.18
  950.6312931 4280.1
  950.8187931 4278.09
  951.0479596999999 4276.04
  951.2521264 4273.99
  951.4646264 4271.98
  951.6687931 4269.97
  951.8812931 4267.95
  952.0979597000001 4265.88
  952.2979597 4263.87
  952.5146264 4261.81
  952.7312930999999 4259.75
  952.9479597 4257.71
  953.1646263999999 4255.67
  953.3812931 4253.64
  953.5979597000001 4251.59
  953.8312930999999 4249.55
  954.0521263999999 4247.48
  954.2812930999999 4245.43
  954.5021263999998 4243.4
  954.7312930999999 4241.39
  954.9521264 4239.38
  955.1812931 4237.31
  955.4146263999999 4235.26
  955.6479597 4233.21
  955.8812931 4231.16
  956.1146263999999 4229.12
  956.3479597000001 4227.1
  956.5687931 4225.06
  956.8312930999999 4222.99
  957.0646264 4220.98
  957.3021264 4218.94
  957.5479597 4216.89
  957.7854596999999 4214.84
  958.0312930999999 4212.77
  958.2646264 4210.74
  958.5187930999999 4208.69
  958.7687931 4206.64
  959.0187931 4204.59
  959.2687930999999 4202.57
  959.5146263999999 4200.56
  959.7854597000001 4198.5
  960.0479596999999 4196.45
  960.3021264 4194.41
  960.5646264 4192.39
  960.8187930999999 4190.37
  961.0687931 4188.37
  961.3354597 4186.34
  961.6021263999999 4184.3
  961.8687931 4182.25
  962.1354597 4180.24
  962.3979597 4178.23
  962.6812931 4176.23
  962.9521264 4174.18
  963.2312930999999 4172.14
  963.5021263999998 4170.12
  963.7687930999999 4168.1
  964.0521264 4166.05
  964.3312930999999 4164.04
  964.6146264 4162
  964.8979597 4159.95
  964.9937930999998 4161.7
  964.9979597 4179.07
  965.0021263999998 4196.49
  965.0104596999998 4196.56
  965.0146264 4185.86
  965.0187931 4175.14
  965.0479597 4177.56
  965.0687931 4180.21
  965.0979596999999 4182.27
  965.1354597 4184.53
  965.1812930999998 4186.54
  965.2312930999999 4188.91
  965.2812930999999 4191.1
  965.3521263999999 4193.35
  965.4187930999999 4195.39
  965.4854596999999 4197.51
  965.5812931 4199.63
  965.7021263999999 4201.68
  965.8021263999999 4203.73
  965.9021264 4205.96
  966.0146264 4208.1
  966.1312931 4210.16
  966.2812930999999 4212.3
  966.4312931 4214.38
  966.4854596999999 4216.42
  966.5812930999999 4218.45
  966.7146264 4220.5
  966.8479597000001 4222.56
  966.9687930999999 4224.68
  967.0854597 4226.73
  967.1812931 4228.84
  967.2521263999998 4230.85
  967.3146264 4234.48
  967.3812930999999 4236.55
  967.4021264 4238.87
  967.4437931 4239.98
  967.4479596999998 4242.21
  967.4521264 4244.4
  967.5187930999999 4247.78
  967.5812931 4250.95
  967.6021263999999 4253.17
  967.6312931 4255.65
  967.6687930999999 4257.79
  967.7021264 4260.05
  967.7479596999999 4262.07
  967.8021264 4264.1
  967.8354597 4266.25
  967.9146263999999 4268.59
  967.9812931 4270.66
  968.0187931 4273.2
  968.1146263999999 4275.41
  968.1812930999998 4278.25
  968.2021264 4280.46
  968.2854596999999 4282.94
  968.3479597000001 4284.96
  968.3604596999999 4285.62
  968.3646264 4288.01
  968.3687930999998 4290.18
  968.4479597 4292.37
  968.4979596999999 4294.39
  968.5437931 4295.92
  968.5479596999999 4298.26
  968.5521264 4300.53
  968.6479597 4302.73
  968.6979597 4304.93
  968.7437930999998 4306.4
  968.7479597 4308.42
  968.7646264 4310.93
  968.8021263999999 4313.08
  968.8521263999999 4315.27
  968.9021264 4317.4
  968.9646264 4319.72
  969.0187930999999 4321.9
  969.0854596999999 4324.18
  969.1479597 4326.35
  969.2146263999999 4328.58
  969.2854597000001 4330.77
  969.3479597000001 4332.87
  969.4146263999999 4335
  969.4854596999999 4337.2
  969.5521263999999 4339.39
  969.6187931 4341.6
  969.6979596999998 4343.69
  969.7646264 4345.69
  969.8354596999999 4347.91
  969.9146264 4350.02
  969.9812930999999 4352.14
  970.0812931 4354.23
  970.1479597 4356.3
  970.2312931 4358.35
  970.3146264 4360.46
  970.3979596999999 4362.48
  970.4854597 4364.55
  970.5646264 4366.56
  970.6521264 4368.8
  970.7354596999999 4371.05
  970.8479597000001 4373.18
  970.9479597 4375.28
  971.0354597000001 4377.33
  971.1479596999999 4379.62
  971.2354597 4381.67
  971.3312931 4383.73
  971.4312931 4385.86
  971.5354597000001 4387.86
  971.6354597 4389.9
  971.7354596999999 4391.93
  971.8354597 4394.01
  971.9479596999998 4396.11
  971.9687931 4398.37
  972.0146264 4400.54
  972.0979597000001 4402.7
  972.1854596999999 4404.77
  972.2687931 4406.81
  972.3687931 4408.9
  972.4812931 4410.99
  972.5687931 4413.27
  972.6812930999998 4415.44
  972.7687930999999 4417.52
  972.8812931 4419.56
  972.9687930999999 4421.63
  973.0854597 4423.83
  973.1979597 4425.89
  973.3021263999999 4427.91
  973.4146263999999 4429.93
  973.5146264 4432
  973.6312931 4434.02
  973.7479596999999 4436.08
  973.8646263999999 4438.18
  973.9979597 4440.2
  974.1312930999999 4442.33
  974.2521264 4444.34
  974.3687930999998 4446.34
  974.4979596999999 4448.49
  974.6312931 4450.55
  974.7521263999998 4452.59
  974.8854597 4454.65
  975.0187930999999 4456.67
  975.1646264 4458.92
  975.3021264 4460.97
  975.4146263999999 4463.01
  975.5479597 4465.06
  975.6687931 4467.15
  975.8187930999999 4469.17
  975.9646263999999 4471.24
  976.1021264 4473.31
  976.2646264 4475.45
  976.4021264 4477.6
  976.5646264 4479.71
  976.7187930999999 4481.8
  976.9021263999999 4483.85
  977.0646264 4485.99
  977.2354597 4488.09
  977.3854596999998 4490.12
  977.5521264 4492.28
  977.7187930999999 4494.46
  977.8979596999999 4496.55
  978.0687930999999 4498.61
  978.2312930999999 4500.62
  978.4312931 4502.78
  978.6312930999999 4504.93
  978.8021263999999 4506.95
  979.0021264 4508.99
  979.1979597 4511.12
  979.4021264 4513.19
  979.6187930999998 4515.21
  979.8312931 4517.22
  980.0354597000001 4519.33
  980.2646264 4521.35
  980.4646263999999 4523.36
  980.6854596999999 4525.39
  980.8854597 4527.4
  981.1187930999998 4529.48
  981.3479597000001 4531.5
  981.5687931 4533.55
  981.7979596999999 4535.63
  982.0187931 4537.64
  982.2479597 4539.68
  982.4979596999999 4541.76
  982.7812930999999 4543.84
  983.0479597 4545.96
  983.3146264 4548.06
  983.5312930999999 4550.09
  983.7979597 4552.09
  984.0521263999999 4554.11
  984.3479597000001 4556.14
  984.6187931 4558.17
  984.9187930999999 4560.23
  985.2021263999999 4562.3
  985.5479596999999 4564.35
  985.8354597 4566.41
  986.1646263999999 4568.41
  986.4354596999999 4570.42
  986.7646264 4572.44
  987.1354596999998 4574.45
  987.4312931 4576.5
  987.7521264 4578.58
  987.9646263999999 4580.58
  987.9812930999999 4582.88
  988.0104597 4584.45
  988.0146263999999 4587.04
  988.0187931 4589.58
  988.0354597000001 4587.41
  988.1479597 4589.52
  988.3187931 4591.65
  988.5021264 4593.68
  988.7146263999999 4595.72
  988.9021263999999 4597.72
  989.1312930999999 4599.76
  989.3646264 4601.82
  989.5854597 4603.84
  989.8146264 4605.89
  989.9812930999999 4607.92
  990.2146263999999 4610.01
  990.4521263999999 4612.08
  990.6479596999999 4614.09
  990.9021264 4616.19
  991.1687930999999 4618.24
  991.4854597 4620.26
  991.6354596999998 4622.28
  991.7437931 4623.16
  991.7479596999999 4625.18
  991.7521264 4627.2
  992.0187931 4629.59
  992.2354597 4631.7
  992.5354597000001 4634.28
  992.7479597 4636.4
  992.9479596999998 4638.42
  993.1354596999998 4640.46
  993.3854597 4642.55
  993.3937930999999 4642.55
  993.3979597 4646.1
  993.4021263999999 4649.67
  993.4104596999999 4649.7
  993.4146263999999 4647.46
  993.4187930999999 4645.21
  993.4771263999999 4645.49
  993.4812931 4647.68
  993.4854596999999 4649.87
  993.5021263999998 4646.82
  993.5646264 4648.77
  993.5687931 4651.01
  993.5854597 4648.14
  993.6437931 4648.3
  993.6479596999999 4650.3
  993.6521264 4652.32
  993.6687931 4649.24
  993.7312930999999 4651.36
  993.7937930999999 4650.74
  993.7979596999999 4653.71
  993.8021263999999 4656.65
  993.8187930999999 4654.64
  993.8354596999999 4651.52
  993.8771263999998 4651.47
  993.8812931 4654.15
  993.8854596999998 4656.79
  993.9146264 4654.15
  993.9646263999999 4655.5
  993.9687930999999 4658.08
  994.0021264 4655.6
  994.2021263999999 4658.99
  994.4979596999999 4661.05
  994.5312930999999 4663.16
  994.6812931 4665.28
  994.8187931 4667.34
  995.0146264 4669.34
  995.1687931 4671.45
  995.3812931 4673.52
  995.5521264 4675.54
  995.7146264 4677.56
  995.9187931 4679.64
  996.1354596999998 4681.78
  996.3146263999998 4683.79
  996.5187931 4685.84
  996.7646264 4687.91
  996.9687930999999 4689.97
  997.2521263999998 4692
  997.4979596999999 4694.01
  997.7354596999999 4696.15
  997.9854596999999 4698.34
  998.2521264 4700.45
  998.4979596999999 4702.48
  998.7187930999999 4704.52
  998.9521264 4706.6
  999.1687930999999 4708.64
  999.3687931 4710.72
  999.5687931 4712.74
  1000.081293 4714.77
  1000.368793 4716.8
  1000.668793 4718.81
  1000.981293 4720.84
  1001.268793 4722.86
  1001.564626 4724.87
  1001.852126 4726.94
  1002.13546 4729.08
  1002.33546 4731.13
  1002.568793 4733.15
  1002.931293 4735.18
  1003.168793 4737.3
  1003.418793 4739.36
  1003.731293 4741.46
  1004.03546 4743.68
  1004.352126 4745.74
  1004.652126 4747.82
  1004.981293 4749.83
  1005.302126 4751.9
  1005.631293 4754
  1006.002126 4756.04
  1006.28546 4758.05
  1006.614626 4760.15
  1006.93546 4762.21
  1007.268793 4764.3
  1007.64796 4766.32
  1008.018793 4768.36
  1008.364626 4770.37
  1008.73546 4772.46
  1009.13546 4774.58
  1009.53546 4776.59
  1009.918793 4778.69
  1010.318793 4780.75
  1010.74796 4782.77
  1011.168793 4784.9
  1011.602126 4786.92
  1012.06046 4788.8
  1012.064626 4792.08
  1012.068793 4795.3
  1012.368793 4797.43
  1012.427126 4797.9
  1012.431293 4800.62
  1012.43546 4803.3
  1012.46046 4803.07
  1012.464626 4800.44
  1012.468793 4797.85
  1012.54796 4799.86
  1012.627126 4800.59
  1012.631293 4803.14
  1012.63546 4805.66
  1012.74796 4807.74
  1012.893793 4809.77
  1012.89796 4812.9
  1012.902126 4815.99
  1012.943793 4816.21
  1012.94796 4813.43
  1012.952126 4810.69
  1013.014626 4812.71
  1013.11046 4813.77
  1013.114626 4816.41
  1013.118793 4819.02
  1013.181293 4817.5
  1013.18546 4815.33
  1013.293793 4816.3
  1013.29796 4818.97
  1013.302126 4821.59
  1013.452126 4823.72
  1013.618793 4825.75
  1013.78546 4827.81
  1013.952126 4829.96
  1014.13546 4831.96
  1014.302126 4833.98
  1014.531293 4836.09
  1014.718793 4838.13
  1014.931293 4840.24
  1015.14796 4842.3
  1015.34796 4844.32
  1015.552126 4846.38
  1015.79796 4848.38
  1016.031293 4850.41
  1016.252126 4852.58
  1016.514626 4854.59
  1016.764626 4856.68
  1017.018793 4858.71
  1017.268793 4860.77
  1017.531293 4862.78
  1017.802126 4864.79
  1018.081293 4866.81
  1018.364626 4868.85
  1018.64796 4870.92
  1018.952126 4872.99
  1019.264626 4875.04
  1019.552126 4877.1
  1019.868793 4879.110000000001
  1020.152126 4881.21
  1020.54796 4883.209999999999
  1020.852126 4885.259999999999
  1021.18546 4887.3
  1021.53546 4889.34
  1021.818793 4891.369999999999
  1022.168793 4893.41
  1022.531293 4895.42
  1022.89796 4897.479999999999
  1023.264626 4899.55
  1023.664626 4901.55
  1024.014626 4903.6
  1024.39796 4905.61
  1024.818793 4907.74
  1025.214626 4909.74
  1025.618793 4911.79
  1025.981293 4913.8
  1026.402126 4915.9
  1026.802126 4917.9
  1027.268793 4919.96
  1027.714626 4922.03
  1028.152126 4924.07
  1028.552126 4926.14
  1029.064626 4928.15
  1029.468793 4930.16
  1029.902126 4932.19
  1030.364626 4934.21
  1030.818793 4936.22
  1031.29796 4938.24
  1031.78546 4940.34
  1032.264626 4942.36
  1032.78546 4944.45
  1033.29796 4946.47
  1033.781293 4948.5
  1034.281293 4950.5
  1034.852126 4952.52
  1035.364626 4954.55
  1035.89796 4956.61
  1036.414626 4958.62
  1037.002126 4960.640000000001
  1037.614626 4962.65
  1038.152126 4964.660000000001
  1038.752126 4966.74
  1039.331293 4968.759999999999
  1039.902126 4970.77
  1040.514626 4972.8
  1041.164626 4974.86
  1041.78546 4976.919999999999
  1042.414626 4978.95
  1043.081293 4980.979999999999
  1043.73546 4983
  1044.43546 4985.05
  1045.252126 4987.07
  1046.514626 4989.1
  1047.818793 4991.1
  1048.852126 4993.109999999999
  1050.152126 4995.14
  1051.452126 4997.2
  1053.456293 4998.53
  1054.502126 5000.550000000001
  1055.668793 5002.62
  1056.968793 5004.63
  1058.14796 5006.7
  1059.302126 5008.7
  1060.464626 5010.800000000001
  1061.552126 5012.81
  1062.54796 5014.820000000001
  1063.518793 5016.84
  1064.714626 5018.9
  1065.88546 5020.91
  1066.88546 5022.92
  1068.068793 5025.06
  1069.164626 5027.07
  1070.352126 5029.07
  1071.531293 5031.16
  1072.54796 5033.17
  1073.69796 5035.22
  1074.668793 5037.24
  1075.952126 5039.26
  1077.102126 5041.37
  1078.252126 5043.4
  1079.48546 5045.47
  1080.714626 5047.48
  1082.014626 5049.58
  1083.318793 5051.590000000001
  1084.468793 5053.69
  1085.78546 5055.72
  1086.731293 5057.73
  1087.868793 5059.74
  1089.418793 5061.82
  1090.43546 5063.83
  1091.318793 5065.89
  1092.452126 5067.92
  1093.29796 5069.93
  1094.114626 5071.93
  1095.181293 5073.95
  1096.418793 5076.08
  1097.602126 5078.1
  1098.818793 5080.11
  1100.82296 5081.72
  1102.827126 5082.49
  1104.831293 5083.95
  1106.83546 5085.66
  1108.839626 5087.45
  1110.843793 5089.19
  1112.84796 5091.13
  1114.44796 5093.15
  1116.252126 5095.229999999999
  1118.252126 5097.26
  1120.202126 5099.27
  1121.152126 5101.3
  1122.58546 5103.39
  1124.018793 5105.429999999999
  1125.48546 5107.45
  1127.28546 5109.52
  1127.627126 5109.86
  1127.631293 5112.669999999999
  1127.63546 5115.469999999999
  1127.802126 5117.480000000001
  1127.927126 5118.569999999999
  1127.931293 5121.56
  1127.93546 5124.54
  1127.981293 5126.56
  1128.118793 5128.69
  1128.318793 5130.73
  1128.552126 5132.790000000001
  1128.78546 5134.83
  1129.08546 5136.95
  1129.414626 5138.99
  1129.764626 5141.1
  1130.118793 5143.12
  1130.49796 5145.22
  1130.914626 5147.26
  1131.364626 5149.26
  1131.814626 5151.280000000001
  1132.281293 5153.3
  1132.78546 5155.36
  1133.302126 5157.37
  1133.79796 5159.38
  1134.364626 5161.38
  1134.902126 5163.41
  1135.54796 5165.44
  1136.164626 5167.45
  1136.864626 5169.46
  1137.43546 5171.48
  1138.202126 5173.48
