          Elapsed time          Liquid rate
                 (hr)              (STB/D)
  412.9502736111463 -20227.16142180049
  413.2002736110881 -20216.05709625068
  413.4502736111172 -20203.79906619664
  413.7002736111463 -20191.5555049404
  413.9502736110881 -20179.63172785634
  414.2002736111172 -20168.18491968023
  414.4919402778614 -20157.4996150166
  414.8252736111463 -20144.78596170815
  415.1586069444311 -20133.38275588032
  415.4919402778032 -20121.96043973004
  415.7836069444602 -20109.12669290389
  416.0336069444893 -20098.31487990696
  416.2836069445184 -20086.77777809587
  416.5336069444602 -20075.03482327994
  416.8252736111172 -20064.13195803311
  417.241940277745 -20052.69510242691
  417.7419402777159 -20041.41115656513
  418.2002736111463 -20030.08444883804
  418.6169402778614 -20019.55507643789
  419.0336069444893 -20008.80052690062
  419.491940277745 -19998.43700476041
  419.9502736110881 -19987.0272459266
  420.3252736110881 -19976.27573095809
  420.616940277745 -19963.43022397146
  420.9086069444893 -19952.33145618924
  421.3252736111172 -19939.80795386599
  421.9086069444311 -19928.57056567568
  422.6586069444311 -19917.64124270153
  423.450273611059 -19907.4934856765
  424.1169402778032 -19897.1093161691
  424.6586069444893 -19885.50717218903
  425.2002736110881 -19874.49090423521
  425.866940277745 -19863.27489592174
  426.616940277745 -19852.99194957447
  427.2419402777741 -19841.98924647845
  427.741940277745 -19831.8990271735
  428.325273611059 -19821.37653322079
  429.1169402777741 -19810.27550857778
  430.0752736110881 -19799.99170022354
  431.033606944402 -19789.29583623728
  431.9502736110881 -19779.092874896
  432.8669402777741 -19768.95290684042
  433.7836069444602 -19758.91636827198
  434.7002736111463 -19748.73929596575
  435.6169402778323 -19738.25995647935
  436.5336069444311 -19727.63223502696
  437.491940277745 -19717.31312563402
  438.5752736111172 -19707.01967699485
  439.8669402778032 -19696.71123618093
  441.2002736111172 -19686.23863995589
  442.2419402777741 -19676.1409886549
  442.9502736111463 -19665.15902741879
  443.5336069444602 -19655.12283213585
  444.158606944402 -19644.02389007015
  445.283606944402 -19633.32325446735
  446.8252736111172 -19622.94645583182
  447.908606944402 -19612.60158533469
  448.283606944402 -19606.65135103067
  448.3669402778323 -18287.18672213768
  448.4502736111754 -10025.43435752331
  448.5336069444311 -5477.021624709157
  448.6169402777741 -2987.735251530483
  448.7002736111172 -1632.430839240393
  448.7836069444602 -895.0091508530604
  448.8669402778032 -490.0084092937058
  448.950273611059 -266.7591899583291
  449.033606944402 -145.2447955175065
  449.1169402778323 -77.0321217069915
  449.2002736111754 -34.47951682907155
  449.3252736111463 -24.41118229645986
  449.5336069444602 -11.44180225609552
  449.700273611059 -20.69715933063747
  449.783606944402 -2116.534156737615
  449.8669402778323 -3263.020425449479
  449.9502736111754 -3890.023818967807
  450.0336069444311 -4234.003282228977
  450.1169402777741 -4474.264745815601
  450.2002736111172 -4829.703909917973
  450.2836069444602 -5433.301345514919
  450.3669402778032 -6179.789906488523
  450.450273611059 -7023.542812605237
  450.533606944402 -7803.833472314456
  450.6169402778323 -8499.744585914248
  450.7002736111754 -9271.012912984681
  450.7836069444311 -10104.32193111873
  450.8669402777741 -10907.32055613327
  450.9502736111172 -11733.3264736414
  451.0336069444602 -12544.81019958495
  451.1169402778032 -13339.14079959197
  451.200273611059 -14061.98299636526
  451.283606944402 -14782.97905929252
  451.3669402778323 -15528.00683756732
  451.4502736111754 -16303.19318649355
  451.5336069444311 -17015.92161065487
  451.6169402777741 -17760.37540395165
  451.7002736111172 -18503.64632803858
  451.7836069444602 -19164.89048680427
  451.8669402778032 -19475.14412093198
  451.950273611059 -19472.16627689602
  452.033606944402 -19572.41144210068
  452.1169402778323 -19572.79725912843
  452.2002736111754 -19541.78638216525
  452.2836069444311 -19608.27664299048
  452.6169402778032 -19641.79655595213
